"gene","Delta_2RF","euclidean_dist","mean_SASA","Length","Total_Mutations_n","Essential","gene_ctrl","mean_SASA_ctrl","Length_ctrl","Total_Mutations_n_ctrl","Essential_ctrl"
"Q12959",0.452,1.1902208640374,80.1606547292434,904,9,"No","Q8TF32",91.7313815136458,576,2,"No"
"Q9Y3A4",0.452,0.179711355633537,94.16267686975,280,4,"Yes","Q96CS2",94.0537993276978,278,0,"Yes"
"O43280",0.452,2.40316243754033,46.0182070653482,583,10,"No","Q9H114",80.4892627391035,145,4,"No"
"P02790",0.451,1.74773290398242,56.133351350368,462,11,"No","Q99584",79.0265977523469,98,2,"No"
"Q6PCB0",0.451,1.4203146229542,61.2764427618112,445,6,"No","O43921",82.1886098731455,213,1,"No"
"P09341",0.451,0.0781199998779211,89.5222562934579,107,2,"No","Q075Z2",90.1033911098485,132,2,"No"
"P55211",0.451,1.43633301614152,62.0692068334375,416,13,"No","O15492",82.4010676764356,202,2,"No"
"Q92876",0.451,1.41601539764877,56.5621709966885,244,2,"No","P49223",79.2306925419101,89,3,"No"
"O75146",0.451,1.73425909506654,76.3451037878464,1068,10,"No","Q96ND8",92.5088991619332,569,2,"No"
"P22061",0.451,1.94645110274076,47.0702664228634,227,1,"No","P80294",78.8778920442623,61,1,"No"
"P31153",0.451,1.62299599027037,43.8036096349266,395,4,"Yes","O43592",48.4463730965613,962,0,"Yes"
"A6NNW6",0.45,1.61113422170405,62.1072355469792,625,3,"No","P43366",85.7911620928703,347,1,"No"
"P55210",0.45,0.950811817602993,66.4611352489769,303,3,"No","Q7Z4S9",81.1054487089143,175,0,"No"
"Q06210",0.45,2.6225529941624,45.3553565380286,699,9,"No","O43665",81.4758089920994,181,0,"No"
"Q9Y6T7",0.45,1.80719280080358,62.861759946495,804,1,"No","Q9NQX6",88.62934368727,463,3,"No"
"P25325",0.449,1.88194387283135,49.3479755732997,297,1,"No","P80297",78.9890648409836,61,0,"No"
"P22087",0.449,0.417903348267537,72.2975026685047,321,0,"Yes","P55036",78.815554598992,377,0,"Yes"
"O75792",0.448,1.30968682664924,62.6016473231773,299,14,"No","A6NCL2",81.919441424,159,3,"No"
"P51857",0.448,2.2095903094365,44.4487839384847,326,6,"No","Q8N339",79.3399287540984,61,2,"No"
"Q86YW0",0.448,2.31257249127021,49.0218610332895,608,9,"No","Q2M2D7",82.700564818981,210,2,"No"
"P27539",0.447,0.946042120314457,69.7085337990054,372,8,"No","Q6UYE1",82.9296894056109,221,1,"No"
"Q13769",0.447,0.731088206874673,71.5144425017804,683,4,"Yes","Q13895",74.9187438799085,437,7,"Yes"
"Q8N6M6",0.447,2.19807684487807,55.7434998328107,819,1,"No","B4DX44",87.746612666089,427,3,"No"
"P07996",0.447,2.46931981032554,61.9998169222393,1170,5,"No","Q96T49",92.0601203456896,567,0,"No"
"Q6QHF9",0.447,2.32021967056963,46.0358607081135,511,5,"No","Q8TAP4",80.8550946371034,145,0,"No"
"Q8NDN9",0.447,2.37808579605833,46.218576272855,531,9,"No","Q8WXG8",80.1293435518182,99,1,"No"
"Q9UBR1",0.446,2.06786860607247,48.3204031395208,384,4,"No","Q17RB0",80.6087292212389,113,1,"No"
"P05976",0.446,0.355725465907107,76.2853618079381,194,2,"No","O14950",81.9845498052326,172,0,"No"
"P17612",0.446,1.89574476407879,50.7331607288262,351,2,"No","Q9NPA8",80.3390562207921,101,0,"No"
"P19404",0.446,0.718454456541033,71.2101708886345,249,6,"No","P33764",80.8185094683168,101,3,"No"
"P29401",0.446,2.87839059195259,38.755115706382,623,7,"No","Q96GE6",82.4916675632653,196,0,"No"
"Q14232",0.446,1.34379603681764,48.3800704245115,305,7,"Yes","Q9BZL1",67.4516686265753,73,0,"Yes"
"Q9Y617",0.446,2.23309771467719,45.3091493386378,370,7,"No","O95969",80.20001153,90,1,"No"
"Q5TA45",0.446,1.0431090911254,51.02134041917,600,5,"Yes","O94829",48.6054616955202,963,1,"Yes"
"Q9NRG1",0.446,1.45935373063339,56.7705490258933,225,2,"No","P50238",80.3050973337662,77,1,"No"
"Q9P0Z9",0.445,2.26929986222275,44.8998329489385,390,3,"No","O60739",80.7140137642478,113,0,"No"
"P48426",0.445,1.33734712130318,62.573484464335,406,2,"No","Q9UMX5",82.1291133098837,172,0,"No"
"Q9BTV5",0.444,0.913430365866246,72.3690354958911,496,2,"No","Q8N8B7",86.1151189965527,351,3,"No"
"O00203",0.444,1.94875168465703,72.1854383383437,1094,9,"No","P52737",91.0570863990741,540,1,"No"
"P42229",0.444,1.75986345360726,63.7068127526146,794,3,"No","Q9NQZ8",89.5836765497955,489,2,"No"
"P13232",0.443,0.0782858107368699,82.2358174796723,177,3,"No","Q5FWF7",82.5331668201935,155,2,"No"
"Q5JVL4",0.443,1.08209100898812,77.4183166039312,640,18,"No","O75346",90.0300505816433,499,3,"No"
"Q9Y238",0.443,3.28376466344101,73.9571146161835,1755,26,"No","Q5BJE1",107.918558761246,867,10,"No"
"P11047",0.443,3.07231314760252,68.6622582297029,1609,14,"No","Q4V328",104.771678563615,841,4,"No"
"P23368",0.443,2.36242655177102,47.7072081197466,584,4,"No","Q9BUH6",83.0660736320588,204,0,"No"
"Q9UPM8",0.443,2.07884620875146,72.0302955437361,1137,10,"No","Q569K6",101.923202601457,752,9,"No"
"P57775",0.442,1.97775848346534,51.0994297222476,412,1,"No","Q9BWD3",81.2380423468142,113,0,"No"
"Q6P1N9",0.442,2.23872265943781,44.3665353592997,297,0,"No","Q9BUK0",80.6596985858824,85,2,"No"
"Q2VPB7",0.442,2.37792934220455,54.3545348168405,878,6,"No","Q6ZMV8",90.1798864772366,503,3,"No"
"Q16181",0.442,0.457277021720696,80.294865454897,437,0,"No","Q15973",86.8343967148148,351,0,"No"
"Q6IQ26",0.442,2.83304623433536,60.6568367347288,1287,7,"No","Q8WV37",92.2891397149832,535,2,"No"
"Q9NYK5",0.442,0.658100102480358,64.5439294338166,338,2,"Yes","P63208",71.7713807376687,163,0,"Yes"
"Q9Y2Z9",0.442,2.00077593439182,53.5437704756197,468,13,"No","Q13296",80.9635442612903,93,2,"No"
"O75344",0.441,1.23160768963322,63.6417037019755,327,3,"No","Q9BX93",83.3535587939487,195,1,"No"
"Q9BRU9",0.441,0.122018810433204,85.7776165332932,249,3,"Yes","O95707",84.4453051244545,220,4,"Yes"
"Q8IVS8",0.441,2.29806895564837,48.2643974149446,523,8,"No","Q9UKW6",84.4737601410943,265,0,"No"
"P30838",0.44,2.32848268059389,46.3696514999249,453,7,"No","P07438",80.5122285360656,61,0,"No"
"P49591",0.44,1.46868888161958,54.5224757016498,514,3,"Yes","P62249",71.9710850106986,146,0,"Yes"
"P06681",0.44,2.54031090506596,49.2076356874309,752,9,"No","O15480",87.0620705714624,346,2,"No"
"Q6JEL2",0.44,2.09970845022626,53.6267111920329,608,4,"No","P52797",84.2683879251681,238,1,"No"
"Q15166",0.44,2.15840589921479,47.4922100806949,354,5,"No","P04733",80.9482252032787,61,1,"No"
"Q6ZRF8",0.439,0.293371415417728,93.776809273858,634,8,"No","Q8NFR7",97.1138071677496,591,12,"No"
"O00189",0.438,1.69614017301798,58.5763209214614,453,8,"No","Q8N129",85.0481439818145,248,2,"No"
"P31350",0.438,0.872475654843208,64.6008656364679,389,0,"Yes","Q9BV90",72.8848601490909,132,0,"Yes"
"Q8NI27",0.438,2.17096003289716,75.312976011135,1593,22,"Yes","P78344",81.3263416000728,907,1,"Yes"
"O15530",0.438,1.02693977067909,66.542527184964,556,1,"Yes","Q9UHD1",80.2187779314458,332,1,"Yes"
"Q96C23",0.438,2.47008673305098,41.9563655761403,342,5,"No","Q6P5R6",82.0963286627869,122,1,"No"
"Q9Y2M2",0.438,0.843332063694867,72.3636920276204,353,4,"No","A6NLX3",85.261598119097,237,1,"No"
"P49758",0.437,0.898675414100938,73.0861191273517,472,0,"No","Q6AZW8",86.6691261127372,331,0,"No"
"Q2YD98",0.437,0.618173321129907,90.2911122249083,709,19,"No","A6PVS8",99.116871629032,624,14,"No"
"P49642",0.437,1.47963304713559,51.7210571446667,420,5,"Yes","Q9Y333",70.9765442391579,95,0,"Yes"
"P01019",0.436,2.16944699664183,51.9287503914268,485,14,"No","Q93015",86.3937250571678,286,4,"No"
"Q8TDQ7",0.436,2.28346316385455,44.9734895363623,276,0,"No","Q9NWQ9",82.863188769,140,0,"No"
"Q86W42",0.435,2.13935463416025,48.9832081821584,341,8,"No","Q96EL2",83.5142786135928,167,0,"No"
"O43395",0.435,0.494027942246338,100.221267018091,683,12,"Yes","O95391",101.630628458567,586,3,"Yes"
"P41229",0.435,4.23338540716505,69.0076226899692,1560,83,"No","A6NI56",107.062248566717,667,26,"No"
"Q7Z569",0.434,0.50756677066291,83.8234232905912,592,0,"No","Q9H074",90.4553033898038,479,1,"No"
"Q86U44",0.434,0.326480602111665,83.8260159210621,580,0,"Yes","Q9H6T3",86.0588775553835,665,4,"Yes"
"Q9Y3B2",0.434,0.321907340506963,68.7263280883692,195,1,"Yes","Q9NP97",71.3663543665625,96,0,"Yes"
"Q07869",0.433,1.09318168029726,70.1387057737308,468,4,"No","Q9BWX1",88.0088359250446,381,2,"No"
"O75487",0.433,1.45556085925883,65.8810293630252,556,7,"No","Q96NG5",88.8320195310945,402,1,"No"
"Q00978",0.433,0.671647893988848,76.8097349132316,393,3,"No","Q9Y224",85.3672518613771,244,0,"No"
"O15379",0.432,1.65665747017179,49.0245122889392,428,3,"Yes","P84090",72.2320531201923,104,0,"Yes"
"P51148",0.432,0.928114464854155,68.6696634229722,216,0,"No","Q9Y534",83.9852044921569,153,1,"No"
"P15121",0.432,2.44537831557318,43.4126801586392,316,1,"No","P0DM35",82.7621514590164,61,0,"No"
"Q5XUX0",0.432,1.28277366947687,68.548717375577,539,4,"No","P54274",89.4929707069248,439,1,"No"
"P13716",0.431,2.38032137294252,45.1559293304848,330,5,"No","O95816",84.6395329083886,211,0,"No"
"O15523",0.431,1.04261921651957,75.606565186003,660,0,"No","Q52LJ0",89.4863809238845,433,1,"No"
"P52209",0.431,1.56370045139761,48.7035564420041,483,2,"Yes","Q96T76",46.2122189567301,1030,8,"Yes"
"Q9BYD1",0.431,0.603786258677262,74.512479236573,178,0,"No","Q6NW29",84.6346571287021,188,1,"No"
"P15498",0.43,2.17887060396567,58.8735209716568,845,4,"No","Q8N9F8",92.1927055614943,522,2,"No"
"Q9HCE1",0.43,2.82555124501212,50.7365319653719,1003,5,"No","O95780",91.8635595634538,498,3,"No"
"Q9C093",0.429,3.38332027310097,80.9264355163502,1822,37,"No","Q7Z3E2",107.779364642539,898,4,"No"
"Q8IVL5",0.429,1.79942886957573,63.1768974647034,708,11,"No","Q13106",90.1156347293959,437,4,"No"
"Q9BZ29",0.429,4.37627617456103,59.0752571322765,2069,2,"No","Q15276",105.792788633411,862,2,"No"
"Q9H2X0",0.429,1.71277272369012,72.2588929511686,955,8,"No","Q8TBZ5",93.3743063066176,544,4,"No"
"Q9P2E3",0.429,3.92286256749176,63.5273650509416,1918,12,"No","Q5BJF6",104.155094487334,829,1,"No"
"Q05397",0.428,1.87333624849704,72.9564988369848,1052,2,"No","O75123",92.9792595764925,536,3,"No"
"O15382",0.428,2.02960882664086,52.575784620602,392,9,"No","P60153",85.1476409801951,205,2,"No"
"O75914",0.428,0.968233561660782,78.2376094111628,559,17,"No","Q6NX45",91.78919258706,483,6,"No"
"Q96FS4",0.428,1.79055070808702,75.983012640572,1042,10,"No","Q8IYT3",101.869338207133,715,10,"No"
"P51449",0.427,0.604720278294451,81.8434200207336,518,6,"No","P17023",91.1404223084716,458,2,"No"
"P62195",0.427,0.736072205335424,69.941692074867,406,0,"Yes","Q16543",82.235442276455,378,1,"Yes"
"Q9GZL7",0.427,1.58242088395868,50.5654947122364,423,2,"Yes","Q15370",72.9246383372034,118,0,"Yes"
"P00352",0.427,2.68142268651489,42.6662838258523,501,2,"No","Q96E11",86.3616231064504,262,2,"No"
"P48443",0.426,0.561345957650704,81.776949162851,463,1,"No","O43294",91.1932700584642,461,0,"No"
"O95980",0.426,2.43621759740553,58.8774266805561,971,6,"No","Q9ULM2",94.0503605918715,529,2,"No"
"O95340",0.425,2.43101708988517,49.7947780022215,614,9,"No","Q8IUB2",86.1190492017316,231,2,"No"
"Q9UBG7",0.425,1.63059465588151,62.7956521141586,517,4,"No","O75618",88.4042719191509,318,0,"No"
"P22695",0.424,2.21097932323975,50.9960537254216,453,8,"No","P55854",84.0324472690291,103,2,"No"
"P83876",0.424,0.838102215660013,59.0034166580282,142,0,"Yes","Q15843",72.811414918642,81,0,"Yes"
"Q13322",0.424,0.853186226010099,79.5950280724579,594,8,"No","Q6PK81",91.6627461303167,442,4,"No"
"P04183",0.424,0.957719562716807,69.8567226831453,234,0,"No","Q86YW7",85.1910838738462,130,1,"No"
"Q8N9S9",0.424,1.60898808502814,61.4831875626955,440,5,"No","Q8TAD2",85.9383203824753,202,1,"No"
"Q96FV9",0.424,0.772121256722725,75.7153660457534,657,2,"Yes","P56182",84.0285162310412,461,7,"Yes"
"Q8WV93",0.423,1.43266760824487,65.7456204905322,481,2,"No","Q8IVV7",88.2433313281867,300,0,"No"
"P15882",0.422,1.60393212058194,63.9187047533769,459,13,"No","Q9H0U6",85.9730673142778,180,2,"No"
"P42226",0.422,1.81372947896076,71.0384851698418,847,9,"No","Q9H7X3",90.9723782435829,374,1,"No"
"P29692",0.421,0.0504307727558259,94.5022446896797,281,2,"No","Q99944",93.8698761054607,293,2,"No"
"Q75QN2",0.421,2.58575752195653,57.6597331557146,995,7,"Yes","Q9Y3E7",80.8142235881081,222,0,"Yes"
"P48200",0.421,3.26207723376723,44.7492383199398,963,13,"No","Q9H6K1",88.7197922895302,298,0,"No"
"Q15436",0.42,2.80717558034747,47.5989947255059,765,4,"No","Q16527",86.2604452319171,193,0,"No"
"Q2MV58",0.42,1.26141454060832,74.2189034290051,587,6,"No","P22692",88.3849497777907,258,2,"No"
"Q96L93",0.42,2.34271826249191,73.8145419768383,1317,11,"No","Q96CN9",103.21265899871,775,3,"No"
"P01011",0.42,2.03636054202354,55.398051240747,423,14,"No","O95751",85.5199938278082,146,1,"No"
"O75635",0.419,2.39146503145823,47.1202480358421,380,4,"No","Q6XE38",84.7815483228916,83,1,"No"
"Q9UDY4",0.419,0.697490699366469,77.1573553427893,337,3,"No","Q5TGL8",87.6693957288745,231,1,"No"
"P10144",0.419,1.75308929929642,56.6618592654899,247,5,"No","A8MT69",84.8551433501235,81,0,"No"
"Q14790",0.419,1.65039027632255,62.7792728055157,479,5,"No","Q9H446",87.9437151546091,243,0,"No"
"O14782",0.418,0.977167364146019,85.6718814939975,793,2,"No","Q8NHQ1",99.0816825356784,597,5,"No"
"O95155",0.418,2.54329049337319,69.7290881167035,1302,3,"No","Q92805",104.224809684485,767,6,"No"
"Q96PP8",0.418,1.75371800440229,63.8817468369147,586,5,"No","O76076",88.59459066528,250,1,"No"
"Q9UKF6",0.417,2.02641368811542,51.9255656120439,684,2,"Yes","O15514",74.4436579259578,142,0,"Yes"
"Q13257",0.417,0.73059191775253,62.0914343654146,205,1,"Yes","O75347",73.5036322593518,108,1,"Yes"
"Q63HM9",0.417,2.26047283815466,48.7329060354206,321,0,"No","P11441",85.9800618968153,157,0,"No"
"O00522",0.417,2.22654965201891,62.2577900319266,736,19,"No","Q9BSG1",93.609933214,425,0,"No"
"P49767",0.417,0.443588877664941,89.0248545400955,419,9,"No","Q8NEY3",91.5304462662295,305,3,"No"
"Q9UHD0",0.416,1.51467731658787,60.312753869548,177,3,"No","O95968",85.3688774466667,90,0,"No"
"Q8NFX7",0.416,0.960981110226969,70.2073126928095,210,0,"No","Q9P0P0",86.0831303110457,153,2,"No"
"O43323",0.415,1.90182063387627,56.8657839476061,396,9,"No","Q86WS3",86.3684420834177,158,2,"No"
"Q8IXB1",0.415,2.51375330852756,55.6776766296797,793,2,"No","Q86XF7",89.1317270020408,245,0,"No"
"Q9UM54",0.415,2.82760277453619,65.9921019053168,1294,0,"No","P0C221",106.732142330391,793,9,"No"
"Q16674",0.415,0.670874899793683,74.788058791145,131,2,"No","O94817",86.0450882343571,140,1,"No"
"O60861",0.414,0.763315920718252,81.9803268934244,476,1,"No","Q12982",92.3062000423567,314,1,"No"
"O75747",0.414,3.09241073475319,66.2302141091086,1445,4,"No","Q9NQR7",104.849104559406,707,1,"No"
"Q6FHJ7",0.414,0.690361288108811,78.7351966347283,346,6,"No","P13727",88.3082719042342,222,2,"No"
"Q8IYM1",0.414,1.14256255730381,69.7404648992179,358,5,"No","Q8IYS8",86.6998018110465,172,2,"No"
"Q96GW9",0.414,2.02974108666745,50.0456103760337,593,8,"Yes","Q99471",76.5314481246753,154,0,"Yes"
"P19174",0.412,3.21940728524765,58.5171122555116,1290,4,"No","Q9ULJ1",103.030925127358,636,6,"No"
"Q8WY64",0.412,1.7167500748775,61.4996507499101,445,6,"No","Q9H9Z2",87.7724333404306,209,0,"No"
"Q96PU4",0.412,1.79647624294266,70.9718776732893,802,0,"No","Q969S3",96.8542481367715,477,4,"No"
"P24522",0.412,1.19771164866264,66.2035496468485,165,0,"No","Q9BTT4",86.3103988111111,135,0,"No"
"Q9UN37",0.411,1.73697614201139,62.2470777867185,437,12,"No","Q8N6M9",86.655417729931,145,1,"No"
"O75436",0.411,1.42813686261179,65.1658512881346,327,0,"No","P01591",87.8562250138365,159,0,"No"
"P47813",0.411,0.0401783308406564,89.1991092366389,144,1,"Yes","Q9H633",89.6835595071429,154,1,"Yes"
"Q8TBB1",0.411,1.4352684354367,76.55185847,728,2,"No","Q7L8J4",94.7573513847328,393,0,"No"
"P53673",0.41,2.28649199437957,49.9636338119388,196,8,"No","Q9BYC9",88.0141451197987,149,1,"No"
"Q06520",0.41,2.37620268322804,49.013506087214,285,3,"No","Q16082",88.6997705607692,182,2,"No"
"Q9NRR4",0.41,2.54005814670021,79.1886245649563,1374,9,"No","Q8IYE1",108.492306490909,715,7,"No"
"Q92901",0.41,1.73559072050479,63.2437678326437,407,14,"No","Q96BQ5",90.3739469054462,260,3,"No"
"Q15052",0.409,1.37257945422939,82.7071547744201,776,9,"No","Q8ND07",102.131302628998,529,3,"No"
"P22307",0.408,2.72971086030776,46.12372723766,547,0,"No","B2RUY7",89.4291356747748,222,0,"No"
"Q8WYR1",0.408,1.9858277286669,72.4466885131705,880,5,"No","Q96LI9",93.2892749070783,332,0,"No"
"P46976",0.407,1.90085188141535,59.0779689043886,350,7,"No","Q9Y4P9",90.1663425911441,236,0,"No"
"Q03154",0.406,2.6356365790875,47.081481477701,408,10,"No","O15467",89.1363581711667,120,5,"No"
"Q08752",0.406,2.43082478546019,49.9058607849622,370,2,"No","Q92688",90.4208191828685,251,1,"No"
"Q13049",0.406,1.63567940274722,70.5999540665084,653,5,"No","Q99439",92.7200927376052,309,2,"No"
"Q9UPW8",0.406,3.65068045449966,73.0815389360599,1703,11,"No","Q86YS3",107.564114702198,637,1,"No"
"O00507",0.405,6.15356311920171,58.1968830388031,2555,4,"No","A8MZA4",115.209332977901,724,9,"No"
"Q06265",0.405,0.582612021701756,82.9012852399453,439,8,"Yes","Q99614",88.7144903088699,292,3,"Yes"
"O00423",0.405,2.5322342064229,57.5183663490086,815,7,"No","Q9UHF1",91.5791624725275,273,5,"No"
"P30048",0.404,1.16830444120937,70.6189584961328,256,4,"No","Q8WUR7",89.655892712549,153,3,"No"
"Q9NR19",0.404,3.02253689822672,44.7540423741883,701,6,"No","Q9H898",90.3332695382096,229,1,"No"
"Q9UKP5",0.404,2.8559711358291,63.7398718951728,1117,7,"No","Q6ZP65",104.034801857766,573,0,"No"
"P08319",0.404,2.86507265418342,42.8169987332158,380,2,"No","Q6Q6R5",90.3930373200276,217,0,"No"
"P49840",0.404,1.58622207723109,67.1119511583768,483,0,"No","Q96C19",91.2205804757083,240,0,"No"
"P40925",0.403,2.63738755541873,46.2920317823533,334,1,"No","Q7Z5A8",89.5935170225564,133,4,"No"
"P06870",0.403,2.19922131942734,53.3457093576336,262,6,"No","A6NMZ2",89.8323943587755,147,2,"No"
"Q01082",0.403,5.539093816243,71.1643509917876,2364,40,"No","P0CG33",114.238942839827,693,7,"No"
"P60900",0.402,1.34891584696804,54.2258019695203,246,0,"Yes","P63173",75.35445493,70,0,"Yes"
"Q9UNS1",0.402,2.70507478394856,74.245281729851,1208,15,"Yes","Q9Y266",89.4998074723867,331,0,"Yes"
"Q15669",0.402,1.89335329365479,58.4718955261571,191,2,"No","Q1L6U9",90.2051254817986,139,0,"No"
"Q15777",0.402,2.5906569461862,47.2472527282041,294,0,"No","Q16540",90.3357433777778,153,0,"No"
"P35225",0.401,1.21629570416859,70.2880736702055,146,4,"No","Q8IZS6",90.5537004067172,198,6,"No"
"Q9NQ66",0.401,3.03683115899117,63.756981811477,1216,7,"No","Q9H5N1",104.576786734622,569,2,"No"
"Q9UBT6",0.401,1.42035102899237,87.5853668233632,870,16,"No","Q9UL16",104.196301307851,551,5,"No"
"P08603",0.4,2.87359304250037,68.7517086198733,1231,0,"No","Q8NA47",105.36699439698,563,3,"No"
"P63244",0.4,1.9936014802616,44.7104088929653,317,0,"Yes","Q969L4",76.9890606696748,123,0,"Yes"
"P08631",0.4,1.90566043552322,62.8849847952966,526,7,"No","Q14863",92.6833195918272,301,0,"No"
"P35580",0.4,4.20134345593398,78.9442297283583,1976,11,"No","A6NDN3",115.30631263925,693,6,"No"
"A1A4S6",0.399,1.67477312361945,76.6913476987786,786,4,"No","Q5VV52",93.9682747179683,315,2,"No"
"P20813",0.399,2.74480963662439,47.28808549989,491,8,"No","Q9H773",90.6929805552941,170,2,"No"
"Q92796",0.399,1.68587974190662,78.1054696845924,817,8,"No","O75901",99.5469730902988,435,2,"No"
"Q9UKW4",0.399,2.63831762083283,57.9846467510626,847,9,"No","P68543",92.1255566144402,259,1,"No"
"O94832",0.399,3.17978110837482,52.1607918860954,1006,4,"No","P51911",93.8262171978451,297,0,"No"
"Q14194",0.399,2.4945921005139,53.5482523016923,572,2,"No","Q6ICC9",92.4516080499582,239,0,"No"
"Q8NEY4",0.399,1.71509662224478,64.9514388582108,427,2,"No","Q92748",90.5470704438356,146,0,"No"
"P15259",0.398,2.47780609584095,49.7711577967589,253,3,"No","Q5VXD3",90.9480755908197,122,0,"No"
"P32929",0.398,2.87422272690345,44.5486647094321,405,4,"No","O60232",91.8793572403015,199,1,"No"
"Q86UP8",0.398,0.477953483917234,71.9897181738272,949,5,"NT","Q99613",78.8857934862563,913,0,"NT"
"Q969T9",0.398,0.354334244061798,87.5584119362069,261,4,"No","Q8TAG5",92.946848716822,236,1,"No"
"Q9HBY8",0.398,2.33942612926168,53.5563599547411,367,1,"No","Q71UI9",91.2708839140625,128,0,"No"
"Q12756",0.398,9.17278167943894,73.0082141925101,1690,197,"No","Q6A162",104.506616111369,431,13,"No"
"Q8IX30",0.397,2.55079715080992,66.0145371789043,993,6,"No","Q7L3B6",95.5270734185757,337,1,"No"
"Q8N475",0.397,2.65798557029225,58.0062960359717,847,3,"No","Q6MZT1",92.9524480410739,257,0,"No"
"P19801",0.397,2.99430790224157,49.5224517901784,751,9,"No","Q8WV99",93.9723931001167,257,3,"No"
"Q8WUU5",0.397,0.053118050593418,97.7520414497993,269,7,"No","O14798",97.6732054629344,259,6,"No"
"O14904",0.396,1.63083810869019,66.0874932497808,365,1,"No","Q9Y343",91.9180756466272,169,0,"No"
"Q4ADV7",0.396,3.35886146092193,67.7147386467013,1423,13,"No","Q9Y6R9",103.937772453613,512,5,"No"
"Q9H3R0",0.395,2.28491390645373,75.5633923914337,1056,9,"No","A1A5D9",103.536435112205,508,2,"No"
"P10619",0.395,2.82988917677455,47.0965631707,480,13,"No","P0DN87",91.8306592812121,165,4,"No"
"P51580",0.395,2.35053300923107,52.3883892784327,245,3,"No","Q4QY38",90.9679482560606,66,0,"No"
"Q14123",0.395,1.23898858364007,86.5197476119351,709,13,"No","A1A4V9",96.6477229319033,331,8,"No"
"O95050",0.394,2.87291313237474,44.1767054606312,263,8,"No","Q9BRA0",91.70292962896,125,0,"No"
"P16298",0.394,2.22376532841595,58.8251992604771,524,0,"No","O75391",93.520001653304,227,1,"No"
"P49914",0.394,2.25941364284363,54.4588544193596,203,8,"No","P60002",91.5707808686747,83,0,"No"
"Q6DKJ4",0.394,2.54515191036897,51.5536081812322,435,2,"No","A8MV24",92.2840039805195,154,2,"No"
"P20618",0.394,0.943181442629927,62.4102488157095,241,3,"Yes","Q9Y3C7",77.2391179670992,131,0,"Yes"
"P42575",0.393,1.57958966100393,69.471321824615,452,3,"No","Q14206",93.0689512696447,197,0,"No"
"Q9BYM8",0.393,1.30381110322605,75.6089652763059,510,4,"No","Q9P0W2",95.3433879343218,317,0,"No"
"Q9UI17",0.393,3.4320467711127,44.8763781325866,866,12,"No","Q04323",95.3406235752525,297,1,"No"
"P11245",0.393,2.71378963716741,47.1676329365172,290,6,"No","P17568",92.0365673656934,137,0,"No"
"P17987",0.393,1.94018919420663,53.1121760885468,556,1,"Yes","P46779",79.0915485706277,137,0,"Yes"
"P34931",0.392,2.87876534586747,49.8680871941903,641,8,"No","Q6UXH0",93.2561373131313,198,1,"No"
"Q9H269",0.392,2.96625190440767,52.6085074603242,839,5,"No","Q5VVX9",96.0342749346417,321,1,"No"
"P25311",0.392,1.71628125652201,64.3276229140268,298,2,"No","O00488",92.1150346331343,134,0,"No"
"P33261",0.392,2.90679282844398,46.3693794049306,490,3,"No","Q9NRF9",92.4797001468708,147,0,"No"
"P47929",0.392,2.35130699485748,53.2704942688235,136,0,"No","Q9Y3C5",92.8321144328571,154,0,"No"
"Q9P0J1",0.391,1.98650286564917,64.5955621801601,537,1,"No","Q8WW32",93.6388769224194,186,1,"No"
"P05231",0.39,1.22047399302579,72.817456300217,212,4,"No","Q6UXS0",92.9145118398529,136,1,"No"
"Q92597",0.39,1.70003622792219,67.6326687366142,394,1,"No","P0DJH9",94.697392405101,198,2,"No"
"P12643",0.39,1.63330074918866,69.7875163315404,396,9,"No","Q9NRG0",93.69017094,131,2,"No"
"P27169",0.39,2.85928781943997,46.8931935650141,355,6,"No","Q8IUE6",93.6084992801539,130,0,"No"
"O14733",0.389,1.60866486104293,69.9992751914797,419,0,"No","P17026",95.4501098299107,224,1,"No"
"P30085",0.389,1.62365854311031,52.5337468292347,196,1,"Yes","O15212",79.664799120155,129,0,"Yes"
"Q96KP4",0.389,3.05011827687695,45.3374637728758,475,4,"No","Q96QV6",93.9425051833588,131,0,"No"
"Q9ULV0",0.389,4.83482441159705,71.1361658249232,1848,58,"No","Q502W7",110.12707162778,563,8,"No"
"P43155",0.388,3.1439466731727,46.4771914174537,626,6,"No","Q9UF47",95.2575762924121,199,1,"No"
"Q9H082",0.388,1.40557917446071,71.1590680706987,229,3,"No","P22749",94.4674457465517,145,2,"No"
"Q6X784",0.388,1.72730196159852,66.9938873501065,338,4,"No","Q96L94",95.2368305858031,193,3,"No"
"Q02108",0.388,1.86995271521484,71.2523499212174,690,7,"No","O95872",98.1148004331461,356,1,"No"
"Q8NFF5",0.388,2.13550621294412,64.1623742803203,587,8,"No","Q8TAV0",97.0356476316938,307,0,"No"
"P13987",0.387,0.883718293548577,79.3034892823437,128,3,"No","A0A096LP55",94.0730364714286,91,3,"No"
"Q10588",0.387,1.91827089908379,63.923636084673,318,9,"No","P0DH78",94.7017746103846,156,1,"No"
"P78563",0.387,1.88925325164688,73.1834781868097,741,7,"No","O75528",100.941264211111,432,0,"No"
"P41091",0.386,2.14860010132629,49.3349878165212,472,8,"Yes","P62269",81.6326041640526,152,0,"Yes"
"Q15063",0.386,2.5051939629152,64.0240765956053,836,3,"No","Q14525",100.863050268812,404,6,"No"
